text,category,clean_text
Is it normal to see a fee for transferring money?,transfer_fee_charged,normal fee transfer money
Transfers are supposed to be free.  I just got a fee tacked on  to something I bought abroad.  Not cool.  Figure out how to remove it.,transfer_fee_charged,transfer suppose free get fee tack buy abroad cool figure remove
Why am I being charged for transfers? Are they not free?,transfer_fee_charged,charge transfer free
Why was I charged this extra fee while doing a transfer?,transfer_fee_charged,charge extra fee transfer
why was i chargged,transfer_fee_charged,chargge
Is there a money transfer fee?,transfer_fee_charged,money transfer fee
I was under the impression that transfers were going to be free and here I was charged for something I bought overseas!  I don't think this fee is right,transfer_fee_charged,impression transfer go free charge buy overseas not think fee right
"I thought transfers were free, why was I charged?",transfer_fee_charged,think transfer free charge
Why were there additional charges when I transferred funds?,transfer_fee_charged,additional charge transfer fund
Are money transfers free?,transfer_fee_charged,money transfer free
My transfer seems to be too expensive.,transfer_fee_charged,transfer expensive
who charged my card,transfer_fee_charged,charge card
A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here?,transfer_fee_charged,receiver let know not receive transfer complete actually bit send point transfer miss follow s go
Could you inform me as to why I have been charged a higher fee for doing banking abroad.,transfer_fee_charged,inform charge high fee banking abroad
Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this?,transfer_fee_charged,send money tell not receive send look
"I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?",transfer_fee_charged,transfer NUM receiver outside eu receive less send unfortunately send additional transfer receiver receive initially send m sure receive less initially sen look let know happen
Extra charge during transfer,transfer_fee_charged,extra charge transfer
I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.,transfer_fee_charged,use card internationally manage payment notice add additional fee good customer think leave
"I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on?",transfer_fee_charged,transfer receiver say not actually receive right bit transfer money miss bit alert go
I was informed that transfers were free. I noticed I have a fee but why?,transfer_fee_charged,inform transfer free notice fee
Will I be charged for transfers?,transfer_fee_charged,charge transfer
what is this fee for transfering,transfer_fee_charged,fee transfer
This isn't fair! I thought transfers could be made for free. I just made  a purchase online from abroad and now see some strange fee that I've never seen before.,transfer_fee_charged,not fair think transfer free purchase online abroad strange fee ve see
I had an unexpected fee,transfer_fee_charged,unexpected fee
I was charged a fee for a transfer.,transfer_fee_charged,charge fee transfer
I thought you guys offered free transfers. Why was I charged?,transfer_fee_charged,think guy offer free transfer charge
Why would I be charged an extra fee while doing a transfer?,transfer_fee_charged,charge extra fee transfer
"I do not like this, I made a simple transfer but I have an additional charge for doing so.",transfer_fee_charged,like simple transfer additional charge
What is the reason for the fee charge on my transfer?,transfer_fee_charged,reason fee charge transfer
I tried to transfer money to a receiver and they didn't get the right amount. What is going on and who do I contact to help me?,transfer_fee_charged,try transfer money receiver not right go contact help
There is a fee from a transfer that is not supposed to be here!,transfer_fee_charged,fee transfer suppose
I was under the impression I can make transfers for free. I made an online purchase for something that was obroad and there's some additional strange fee. I've never seen this before and this isn't fair.,transfer_fee_charged,impression transfer free online purchase obroad s additional strange fee ve see not fair
why was a extra fee added to my account for transfer ?,transfer_fee_charged,extra fee add account transfer
Why did you charge me a fee when I made a transfer?,transfer_fee_charged,charge fee transfer
Why have I been charged a fee for transferring money?,transfer_fee_charged,charge fee transfer money
Are transfers not free? I didn't know I would be charged for transfers.,transfer_fee_charged,transfer free not know charge transfer
Why was I charged a fee for transferring money,transfer_fee_charged,charge fee transfer money
